Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто,Адреса,Телефон,Email
Кибкало,Володимира,Богданівна,Жіноча,1989-07-04,Пілот,селище Устилуг,"вулиця Бардаха, буд. 247 кв. 127, Бережани, 14833",+380 63 228-71-28,mykyta38@example.net
Гаєвський,Ганна,Янівна,Жіноча,2007-07-05,Журналіст,хутір Апостолове,"шосе Восьмого березня, буд. 172 кв. 8, Тячів, 74265",+380 00 384-34-25,jhuzii@example.net
Семенченко,Орхип,Тимурович,Чоловіча,1948-09-20,Соціолог,місто Путивль,"набережна Сільськогосподарський, буд. 172 кв. 39, Радивилів, 23719",+380 62 954 51 98,shynkarenkomarko@example.net
Яремків,Златослава,Назарівна,Жіноча,1982-09-06,Географ,село Дубровиця,"проспект Успенська, буд. 8, Снятин, 84757",+380 81 648-35-56,edytarebryk@example.org
Бгиденко,Леонтій,Павлович,Чоловіча,1938-03-09,Секретар,хутір Куп'янськ,"вулиця Городня, буд. 4 кв. 0, Вуглегірськ, 57647",+380 75 917 73 37,amaliia78@example.org
Бабій,Леон,Тарасович,Чоловіча,2009-06-19,Ботанік,село Мала Виска,"шосе Транспортна, буд. 04, Полтава, 08512",040 637-75-00,kamilla94@example.org
Талан,Аркадій,Петрович,Чоловіча,1984-11-19,Фізик,хутір Білгород-Дністровський,"сквер Красний, буд. 19, Бережани, 91393",314-09-03,artem51@example.com
Ярема,Амвросій,Денисович,Чоловіча,1980-06-29,Електрик,село Ізюм,"вулиця Романтичний, буд. 0, Бобровиця, 11982",+380 (56) 867-78-64,zmalyshko@example.org
Гресь,Адам,Тимофійович,Чоловіча,1954-08-11,Ветеринар,місто Канів,"шосе Владислава Домбровського, буд. 96 кв. 90, Гребінка, 56183",092 406-28-99,hunkoielysaveta@example.com
Ковалюк,Леонтій,Петрович,Чоловіча,1977-04-26,Доцент,селище Хрестівка,"парк 411-ї батареї, буд. 6, Красногорівка, 17651",+380 62 988 56 79,ostapderhach@example.net
Рубець,Альбіна,Тимурівна,Жіноча,1943-06-05,Клоун,селище Новоселиця,"парк Дорбуду, буд. 044 кв. 65, Бахмач, 01653",+380 48 021-67-59,zlatoslava08@example.com
Лагода,Антон,Сергійович,Чоловіча,1982-02-02,Журналіст,село Новий Буг,"узвіз Володимира Терещенка, буд. 3, Христинівка, 68851",+380 60 100-28-40,marusia08@example.org
Ребрик,Маруся,Богданівна,Жіноча,1939-05-09,Конструктор,селище Південне,"узвіз 10-та Лінія 6-й ст. Люстдорфської дороги, буд. 34 кв. 52, Вуглегірськ, 19853",+380 11 700-81-39,zaikarostyslav@example.com
Масляк,Амалія,Михайлівна,Жіноча,1945-12-29,Пілот,хутір Запоріжжя,"сквер Лузанівка, буд. 857, Суходільськ, 14473",021 926 63 36,nalyvaikoielysaveta@example.com
Дуплій,Єлисавета,Михайлівна,Жіноча,1988-11-26,Доцент,хутір Пирятин,"шосе Ольвійська, буд. 086, Жашків, 74657",470-74-24,iaremafastenko@example.org
Хоменко,Борис,Романович,Чоловіча,1939-10-09,Клавішник,місто Лисичанськ,"сквер Дідріхсона, буд. 503 кв. 415, Кролевець, 98089",762-47-32,fedirduplii@example.com
Ткаченко,Данило,Кирилович,Чоловіча,1987-10-14,Астронавт,селище Іловайськ,"набережна Маячний, буд. 357 кв. 006, Харків, 66835",+380 77 062-58-64,anastasiiadakhno@example.net
Оробець,Марʼяна,Романівна,Жіноча,1943-12-10,Ґрунтознавець,село Часів Яр,"провулок Маразліївська, буд. 02, Яремче, 39500",+380 37 498-59-23,semenchenkoalbina@example.com
Абрамчук,Віра,Олексіївна,Жіноча,1963-11-30,Клоун,хутір Узин,"провулок Військово-морських сил, буд. 9, Новодністровськ, 05065",230 70 57,eduard13@example.net
Чуйко,Святослав,Олександрович,Чоловіча,1962-04-01,Дипломат,місто Верхівцеве,"шосе Матеріальний 1-й, буд. 0 кв. 5, Ланівці, 49598",545 74 05,pabramenko@example.com
Яковенко,Соломія,Артемівна,Жіноча,1953-11-24,Головний меркшейдер,хутір Сторожинець,"узвіз Весела, буд. 74 кв. 412, Моспине, 46045",+380 77 464-88-85,hermanbabychenko@example.com
Аронець,Анжела,Богданівна,Жіноча,1983-02-13,Піаніст,хутір Нова Одеса,"набережна Соборна, буд. 9, Золочів, 14546",+380 83 626-55-07,nartymyshyn@example.com
Чарниш,Миколай,Андрійович,Чоловіча,1970-01-04,Геофізик,селище Горохів,"шосе Гайова, буд. 776 кв. 1, Багачеве, 61814",+380 45 680-51-35,lvasylashko@example.net
Адаменко,Амвросій,Тимурович,Чоловіча,1946-10-11,Антрополог,місто Свалява,"проспект 19-й км Старокиївської дороги, буд. 331 кв. 9, Зіньків, 08805",010 617 02 29,xvovk@example.org
Вертипорох,Гліб,Іванович,Чоловіча,1951-08-21,Паралегал,селище Вижниця,"провулок Середньофонтанський, буд. 89 кв. 622, Сокаль, 23825",+380 33 262 96 51,malykopanas@example.com
Вдовиченко,Борислав,Данилович,Чоловіча,1982-02-04,Няня,село Хуст,"парк Одеський, буд. 3 кв. 01, Берислав, 30880",+380 38 900-18-67,nandriichuk@example.org
Зінкевич,Лариса,Янівна,Жіноча,1946-12-22,Швачка,село Світлодарськ,"парк Мацієвської узвіз, буд. 68 кв. 13, Борщів, 25521",+380 18 754-76-67,qlemeshko@example.com
Христенко,Тетяна,Андріївна,Жіноча,1939-09-13,Громадський діяч,селище Хирів,"площа Петра Біциллі, буд. 4 кв. 2, Дніпрорудне, 46244",+380 (16) 941-60-80,ihnatkozak@example.com
Дергач,Марина,Кирилівна,Жіноча,1940-10-03,Клоун,місто Красноперекопськ,"проспект 13-та ст. Великого Фонтану пляж, буд. 17, Святогірськ, 20558",498-35-99,edanylenko@example.org
Тимченко,Соломія,Андріївна,Жіноча,1940-09-13,Каскадер,селище Одеса,"площа Луганська, буд. 1 кв. 574, Хмільник, 77932",022 582-73-35,arsenychhanna@example.com
Тиха,Сергій,Денисович,Чоловіча,1944-12-28,Водій,селище Амвросіївка,"набережна Астрономічна, буд. 133 кв. 67, Дрогобич, 19572",078 435 49 11,anitasaienko@example.net
Дубина,Амалія,Олександрівна,Жіноча,1961-10-05,Петрограф,селище Старий Крим,"узвіз Деревообробний 2-й, буд. 9 кв. 0, Острог, 04515",030 148-53-32,aonyshchenko@example.com
Чайка,Соломон,Тимурович,Чоловіча,1987-05-31,Менеджер,селище Чортків,"провулок Буковецького, буд. 36 кв. 603, Коростень, 81354",080 110 21 90,andriiovychroman@example.com
Батюк,Августин,Романович,Чоловіча,1975-08-24,Дипломат,хутір Миколаївка,"сквер Проектований 4-й, буд. 5 кв. 41, Сокаль, 27660",078 138 50 31,zynovii53@example.org
Матвієнко,Теодор,Артемович,Чоловіча,1962-03-11,Актор,хутір Валки,"площа Олександрійський, буд. 31, Борзна, 81744",008 127-05-03,spastymchenko@example.org
Карпа,Гордій,Сергійович,Чоловіча,1976-04-25,Публіцист,селище Перещепине,"вулиця Херсонський сквер, буд. 852 кв. 5, Семенівка, 48499",+380 27 248 04 62,pylyp82@example.org
Килимник,Розалія,Тарасівна,Жіноча,1961-09-11,Мистецтвознавець,хутір Бердянськ,"площа Артура Савельєва, буд. 2 кв. 280, Миргород, 18743",091 988-75-23,isaievychmaksym@example.com
Шеремета,Віолетта,Олексіївна,Жіноча,1949-02-04,Бізнесмен,хутір Довжанськ,"площа Східчастий 3-й, буд. 517 кв. 7, Корюківка, 74464",193 61 81,ieva79@example.com
Ткаченко,Владислав,Петрович,Чоловіча,1938-01-03,Петрограф,хутір Кодима,"провулок 1-й Академічний тупик, буд. 004, Сновськ, 02454",374-08-78,azar62@example.com
